Nazwa	Skrót	Kod	Kod paskowy	Pierwszy dod. kod pask.	Typ	Kod grupy	Grupa	Jednostka	PKWiU	VATs	VATz	Ilość	Opak.zb.	Gramatura	Ce.zak.netto	Ce.sprz.netto	Ce.sprz.brutto	WPromocji:	Używaj limitów	Limit dolny	Limit górny	Marza bazowa	Narzut bazowy	Zapas na	LiczbaDniPrzydatnosci	Fotografia	Uwagi	Klas1	Klas2	Klas3	Klas4	Klas5	Klas6	Klas7	Klas8	Klas9	Klas10	DataWpisu	Opis
IMM. PIERŚCIEŃ ADAPTACYJNY CZOPUCHA 130		3194			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	9.75	12.20	15.00		0	1	1			14			60/100											2014-11-10	
Grzałka grzejnika łazienkowego 600W		3184			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	135.80	150.41	185.00		0	1	1			14														2014-11-08	
Grzałka grzejnika łazienkowego 300W		3183			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	135.80	150.41	185.00		0	1	1			14														2014-11-08	
Grzejnik Łazienkowy HENIKS GŁT 24/50		3182			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	216.00	276.42	340.00		0	1	1			14			(560 x 1180)											2014-11-08	
Szafka pod umywalke NORMUS SU-60		3177			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	77.24	93.50	115.00		0	1	1			14			Biała											2014-11-07	
Umywalka NORMUS CABINET 60 meblowa		3178			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	81.30	97.56	120.00		0	1	1			14														2014-11-07	
BATERIA ELBA zlew C		3181			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	1	1	1	144.72	160.98	198.00		0	1	1			14														2014-11-07	
BATERIA Cincinati umyw. stojąca MH		3180			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	85.37	101.63	125.00		0	1	1			14														2014-11-07	
Bateria JASPIS umyw.stoj.obrot.		3179			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	63.41	73.17	90.00		0	1	1			14														2014-11-07	
Obudowa filtra wody  1*  wzmocniony		3176			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	11	1	1	25.23	36.59	45.00		0	1	1			14			"Korpus filtra H10B   +klucz +wkład    zwiększona odp. na ciśn. (10bar)
METRIX"											2014-11-03	
Sól ochronna do zmywarki 2kg		3175			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.01	0.03	0.04		0	1	1			14														2014-11-03	
Grzejnik COSMO C22 900x1120		3171			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	405.30	512.20	630.00		0	1	1			14														2014-10-30	
Grzejnik COSMO C22 600x1120		3168			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	253.05	321.14	395.00		0	1	1			14														2014-10-30	
Grzejnik COSMO C22 900x1000		3170			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	348.16	455.28	560.00		0	1	1			14														2014-10-30	
M.Grzejnik aluminiowy VULCANO		3172			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	17.87	22.36	27.50		0	1	1			14		C:\Users\Rafal\Downloads\G500F.jpg	IDMAR											2014-10-30	
Podgrzewacz z wężownicą LEMET 100L stojący		3173			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	609.76	727.64	895.00		0	1	1			14														2014-10-30	
Naczynie wzbiorcze nierdzewne z pływakiem		3174			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	158.54	191.06	235.00		0	1	1			14														2014-10-30	
Grzejnik COSMO C11 600x1400		3169			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	180.60	227.64	280.00		0	1	1			14														2014-10-30	
Grzejnik Łazienkowy HENIKS G 17/30		3167			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	168.00	211.38	260.00		0	1	1			14			 (535x1180)											2014-10-24	
M.Styropian dach/podłoga TERMONIUM 5cm		3166			Towar	1	Ogólna	m3	Bez SWW	23%	23%	0	1	1	182.00	186.99	230.00		0	1	1			14			TERMOOGRANIKA											2014-10-23	
Grzejnik COSMO V22 600x600		3162			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	220.50	276.42	340.00		0	1	1			14														2014-10-21	
Drzwiczki rewizyjne 50*50		3159			Towar	1	Ogólna	l	Bez SWW	23%	23%	0	1	1	0.01	50.41	62.00		0	1	1			14														2014-10-21	
TAŚMA OZNACZENIE WODY NIEB. z wkładka stalową		3158			Towar	1	Ogólna	mb	Bez SWW	23%	23%	0	1	1	0.67	1.22	1.50		0	1	1			14			"PERF. NADRUK ""GAZ"" z wkładką 30cm"											2014-10-21	
Grzejnik COSMO V22 600x520		3161			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	208.25	260.16	320.00		0	1	1			14														2014-10-21	
Wykonanie instalacji gazowej wraz z materiałem		3164			Usluga	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.01	0.01	0.01		0	1	1			14														2014-10-21	
Przyłącz kanalizacyjny wraz z materiałem		3165			Usluga	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.01	0.01	0.01		0	1	1			14														2014-10-21	
Grzejnik Łazienkowy HENIKS G 14/50		3160			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	156.00	211.38	260.00		0	1	1			14			 (535x1180)											2014-10-21	
Grzejnik COSMO V33 600x1600		3163			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	624.75	739.84	910.00		0	1	1			14														2014-10-21	
Głowica baterii suwakowa  1/2  GW M-B		3157			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	4.07	4.47	5.50		0	1	1			14			Dz											2014-10-17	
M.Styropian DALMATYNCZYK fasada 5cm	028158	3153			Towar	1	Ogólna	m3	Bez SWW	23%	23%	0	1	1	128.52	160.98	198.00		0	1	1			14			TERMOORGANIKA											2014-10-16	
ZAWÓR TEMPERATUROWY TSV3B  55  1*GW		3148			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	166.67	235.77	290.00		0	1	1			14														2014-10-16	
GLIKOL  beczka 120L   -15stC (ergolid)		3149			Towar	1	Ogólna	l	Bez SWW	23%	23%	60	1	1	4.17	4.88	6.00		0	1	1			14			"PŁYN TERMALNY ""INNOVA-TERM N"""											2014-10-16	
Drzwiczki rewizyjne 25*30 HARDI		3150			Towar	1	Ogólna	l	Bez SWW	23%	23%	0	1	1	12.37	13.01	16.00		0	1	1			14														2014-10-16	
M.Styropian DALMATYNCZYK fasada 10cm	028159	3152			Towar	1	Ogólna	m3	Bez SWW	23%	23%	0	1	1	128.52	160.98	198.00		0	1	1			14			TERMOORGANIKA											2014-10-16	
KLAPKA BetPL.   SK706  sw.czarna		3154			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	139.69	154.47	190.00		0	1	1			14			"KS706
KLAPKA BetPL.   SK706   KS alpin"											2014-10-16	
WODOMIERZ 3/4 Powogaz JS4,0 MID z.w. dn20		3155			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	5	1	1	44.00	52.03	64.00		0	1	1			14			BEMETERS GSD5											2014-10-16	
M.Półśrubunek do wodomierza  1*		3156			Towar	2	MARKA SP. Z O.O.	kpl.	Bez SWW	23%	23%	1	1	1	17.50	19.51	24.00		0	1	1			14			FERRO											2014-10-16	
Drzwiczki rewizyjne 30*40 HARDI		3151			Towar	1	Ogólna	l	Bez SWW	23%	23%	0	1	1	17.39	18.70	23.00		0	1	1			14														2014-10-16	
PODGRZEWACZ PŁASZCZOWY COPEL 140L w poliur.		3147			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	581.60	613.82	755.00		0	1	1			14														2014-10-14	
Grzejnik COSMO V22 900x720		3143			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	341.25	426.83	525.00		0	1	1			14														2014-10-01	
Usługa instalacyjna - biały montaż		3142			Usluga	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.01	0.01	0.01		0	1	1			14														2014-10-01	
Wykonanie instalacji CO WOD-KAN		3141			Usluga	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.01	0.01	0.01		0	1	1			14														2014-10-01	
Bidet wiszący NIVE		3146			Towar	2	MARKA SP. Z O.O.	mb	Bez SWW	23%	23%	0	1	1	296.00	341.46	420.00		0	1	1			14														2014-10-01	
PEX SZAFKA PODT.   SPM-4		3145			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.01	146.34	180.00		0	1	1			14			715 x 575-665 x 110-170   10obw											2014-10-01	
Grzejnik Łazienkowy HENIKS G 17/50		3144			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	172.00	227.64	280.00		0	1	1			14			 (535x1180)											2014-10-01	
M.Papa zgrzewalna podkł. DAXHBIT S4 SBS rolka=7.5m2	022259	3130			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	9.57	11.38	14.00		0	1	1			14														2014-09-30	
E.Wyrzynarka do PCV 110 in situ		3129			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	121.14	151.22	186.00		0	1	1			14														2014-09-30	
PODGRZEWACZ PŁASZCZOWY GALMET 120L w poliur.		3131			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	501.83	605.69	745.00		0	1	1			14														2014-09-30	
Brodzik GOLIAT kw.100x90x3x5,5   599		3132			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	308.95	365.04	449.00		0	1	1			14														2014-09-30	
Syfon brodzikowy Mc90mm ze spustem		3133			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	63.41	76.42	94.00		0	1	1			14			HC27-CPN-PB											2014-09-30	
Drzwi prysznicowe H SORIA 90x185cm		3134			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	380.00	474.80	584.00		0	1	1			14														2014-09-30	
Umywalka INGA 57 z/o wisz. 1610-111-057		3136			Towar	2	MARKA SP. Z O.O.	mb	Bez SWW	23%	23%	0	1	1	69.00	89.43	110.00		0	1	1			14														2014-09-30	
Kompakt WC stojący SOLANIE pion 3/6 duo		3137			Towar	2	MARKA SP. Z O.O.	mb	Bez SWW	23%	23%	0	1	1	179.00	218.70	269.00		0	1	1			14			w komplecie z deską											2014-09-30	
Deska sedes OSIKA biała I		3138			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	21.14	29.27	36.00		0	1	1			14														2014-09-30	
Miska wisząca WINKIEL		3140			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	162.00	178.86	220.00		0	1	1			14														2014-09-30	
Stelaż WC WINKIEL + miska + deska PP + klapka chrom		3139			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	439.20	487.80	600.00		0	1	1			14			WINKIEL											2014-09-30	
Bateria BERYL natryskowa		3135			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	94.00	117.07	144.00		0	1	1			14			4806010											2014-09-30	
IMM.Zestaw przeciw zalaniu		3126			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.01	1852.85	2279.00		0	1	1			14														2014-09-29	
IMM. KOCIOŁ VICTRIX ZEUS SUPERIOR    26kW		3127			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	6349.42	6747.97	8300.00		0	1	1			14														2014-09-29	
Drzwiczki rewizyjne wodomierza		3128			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.01	136.59	168.00		0	1	1			14														2014-09-29	
Grzejnik COSMO V11 500x600 L		3123			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	150.28	198.37	244.00		0	1	1			14														2014-09-25	
KAN Pokrywa studzienki PP 315		3125			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	47.15	56.10	69.00		0	1	1			14														2014-09-25	
KAN Rura PVC 315x7,7x3000 P		3124			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	153.25	180.49	222.00		0	1	1			14														2014-09-25	
REDUK. CIŚNIENIA  3/4* z mano.GOSHE		3122			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	1	1	1	40.20	97.56	120.00		0	1	1			14			CALEFFI											2014-09-24	
ZAWÓR KULOWY   1*   PÓŁŚR. Kątowy		3121			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	3	1	1	19.84	27.64	34.00		0	1	1			14														2014-09-24	
Naczynie wyrównawcze okr. 20l  1*		3120			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	45.50	56.91	70.00		0	1	1			14														2014-09-24	
PODGRZEWACZ PŁASZCZOWY LEMET 120L		3119			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	420.00	495.93	610.00		0	1	1			14														2014-09-24	
M.Folia kubełkowa wys.1.5m x 20mb		3114			Towar	2	MARKA SP. Z O.O.	m2	Bez SWW	23%	23%	7	1	1	2.48	3.09	3.80		0	1	1			14														2014-09-20	
M.Styropian ekstrudowany XPS Synthos 5cm  (1.25m X 0.6m)		3112			Towar	1	Ogólna	m2	Bez SWW	23%	23%	0	1	1	15.36	18.70	23.00		0	1	1			14			TERMOORGANIKA											2014-09-20	
M.KAN Z Rura 160 * 1000   3.2	002670	3113			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	1	1	1	10.68	13.41	16.50		0	1	1			14			pomarańczowy											2014-09-20	
M.PŁYTA OSB 22mm   /1250x2500/		3116			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	66.97	71.54	88.00		0	1	1			14														2014-09-20	
M.Kołek rozporowy L6/80  KNAUF  100szt.	007565	3117			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	0.09	0.13	0.16		0	1	1			14			KNAUF											2014-09-20	
M.Geowłóknina TYPAR SF 27 szer.1m		3118			Towar	1	Ogólna	m2	Bez SWW	23%	23%	0	1	1	1.84	1.14	1.40		0	1	1			14														2014-09-20	
M.Geowłóknina TYPAR SF 27 szer.2m		3111			Towar	1	Ogólna	m2	Bez SWW	23%	23%	0	1	1	1.67	2.11	2.60		0	1	1			14														2014-09-20	
M.KAN Z Mufa 160		3115			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	2	1	1	7.34	9.76	12.00		0	1	1			14			"pomarańczowy  klasa S
WAVIN"											2014-09-20	
MAGNAPLAST PVC Trójnik 50 - 67*	002732	3099			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	3.34	3.98	4.90		0	1	1			14			AQUER											2014-09-18	
WAVIN PVC  KOLANO   160  -  30*		3092			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.01	16.19	19.91		0	1	1			14														2014-09-18	
WAVIN PVC  KOLANO   160  -  45*		3093			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	10.52	16.19	19.91		0	1	1			14														2014-09-18	
WAVIN PVC Redukcja 160/110	027570	3094			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	5.72	7.64	9.40		0	1	1			14			"pomarańczowy  klasa N
WAVIN"											2014-09-18	
MAGNAPLAST PVC Redukcja kąt 50/32		3095			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	1.56	1.87	2.30		0	1	1			14														2014-09-18	
KAN  KOREK   110		3096			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	1.07	1.34	1.65		0	1	1			14														2014-09-18	
KAN  KOREK   32		3098			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	1.48	1.63	2.00		0	1	1			14														2014-09-18	
PP WAVIN KOLANO   32/45*		3100			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	1.71	1.87	2.30		0	1	1			14														2014-09-18	
PEX WAVIN TRÓJNIK 25x3/4 GZ		3101			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	18.29	21.46	26.40		0	1	1			14														2014-09-18	
PEX WAVIN TRÓJNIK RED  20/25/20		3103			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	24.11	28.37	34.90		0	1	1			14														2014-09-18	
PEX WAVIN TRÓJNIK 20x20x20		3104			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	18.97	21.14	26.00		0	1	1			14														2014-09-18	
PEX WAVIN TRÓJNIK RED  20/16/20		3105			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	17.18	17.54	21.57		0	1	1			14														2014-09-18	
PEX WAVIN TRÓJNIK RED  20/16/16		3106			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	10.00	14.23	17.50		0	1	1			14														2014-09-18	
PEX WAVIN TRÓJNIK 16x16x16		3107			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	8.11	10.86	13.36		0	1	1			14														2014-09-18	
PEX WAVIN ZŁĄCZKA 20 * 3/4  GW		3108			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	8.13	9.59	11.80		0	1	1			14														2014-09-18	
PEX WAVIN KOLANO   25  *  1   GW		3109			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	12.54	15.45	19.00		0	1	1			14														2014-09-18	
PEX WAVIN ZŁĄCZKA   25 x 1 GW		3110			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	10.97	12.68	15.60		0	1	1			14														2014-09-18	
PEX WAVIN TRÓJNIK RED  25/16/25		3102			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	17.60	21.95	27.00		0	1	1			14														2014-09-18	
KAN  KOREK   50		3097			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.50	0.98	1.20		0	1	1			14														2014-09-18	
MAGNAPLAST PVC Rura z kielichem KGEM 160 - 4000 SN4		3091			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	14.13	17.07	21.00		0	1	1			14														2014-09-17	
PASTA KANALIZACYJNA 250g /GEB/		3090			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	6	1	1	8.81	13.01	16.00		0	1	1			14			DEGUFIT											2014-09-17	
M.KAN Dren rura fi100 z otworami	005809	3089			Towar	2	MARKA SP. Z O.O.	mb	Bez SWW	23%	23%	0	1	1	1.93	2.42	2.98		0	1	1			14														2014-09-13	
M.KAN W Rura 110 x 6000	002663	3088			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	31.55	39.02	48.00		0	1	1			14			AQUER											2014-09-13	
S.Syfon wannowy przel.aut.duży grzybek		3077			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	60.98	61.79	76.00		0	1	1			14														2014-09-12	
S.Wanna pros.170x70 GRACJA 578		3076			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	315.45	325.20	400.00		0	1	1			14														2014-09-12	
S.AK zestaw WC uniw.BOLEO duo d/k		3078			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	252.03	260.16	320.00		0	1	1			14														2014-09-12	
S.Umywalka CERSANIT 60 OLIMPIA		3079			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	211.38	215.45	265.00		0	1	1			14														2014-09-12	
S.Korek klik/klak 5/4 duży z mos.chrom D		3080			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	28.46	29.27	36.00		0	1	1			14														2014-09-12	
S.Półsyfon umywalka 5/4 x 32		3081			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	7.32	8.13	10.00		0	1	1			14														2014-09-12	
S.Bat.BARYT umywalka stoj.obrot. 552915		3083			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	97.56	101.63	125.00		0	1	1			14														2014-09-12	
S.ZAWÓR KK Z FILTREM   1/2 * 1/2		3084			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	8.13	9.35	11.50		0	1	1			14														2014-09-12	
S.ZAWÓR KK Z FILTREM   1/2 * 3/8		3085			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	8.13	9.35	11.50		0	1	1			14														2014-09-12	
S.Kolano PCV 110/90 WC białe		3087			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	5.69	7.72	9.50		0	1	1			14														2014-09-12	
S.WĄŻ NIERDZ. OPLOT   1/2 * 1/2   L-30		3086			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	4.88	5.69	7.00		0	1	1			14														2014-09-12	
S.Bat.BARYT wanna 554010		3082			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	130.08	135.77	167.00		0	1	1			14														2014-09-12	
Grzejnik COSMO C22 600x800		3072			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	194.48	243.90	300.00		0	1	1			14														2014-09-09	
Grzejnik COSMO V22 600x1400 L		3067			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	376.38	471.54	580.00		0	1	1			14														2014-09-09	
Grzejnik COSMO V22 600x1120 L		3068			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	294.78	365.85	450.00		0	1	1			14														2014-09-09	
Grzejnik COSMO V22 500x1600		3069			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	383.86	479.67	590.00		0	1	1			14														2014-09-09	
Grzejnik COSMO V11 600x1800		3071			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	266.56	333.33	410.00		0	1	1			14														2014-09-09	
Stelaż BIDET sucha zabudowa WINKIEL		3073			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	175.00	218.70	269.00		0	1	1			14			WINKIEL											2014-09-09	
STELAŻ WC SUCHA ZABUDOWA SANIT		3074			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	329.00	386.99	476.00		0	1	1			14			995N WC     wys. 1185/525 szer. z klapką											2014-09-09	
STELAŻ SANIT WC - MOCOWANIE		3075			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	1	1	1	16.80	18.70	23.00		0	1	1			14														2014-09-09	
Grzejnik COSMO V22 900x800		3070			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	334.90	418.70	515.00		0	1	1			14														2014-09-09	
WĄŻ NIERDZ. OPLOT   3/8 * 3/8   L-40		3066			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	11	1	1	3.73	5.69	7.00		0	1	1			14														2014-09-03	
Klapka VIEGA 10 biała		3065			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	130.00	146.34	180.00		0	1	1			14														2014-08-28	
Stelaż WC sucha zabudowa VIEGA		3064			Towar	2	MARKA SP. Z O.O.	szt.	Bez SWW	23%	23%	0	1	1	405.69	568.29	699.00		0	1	1			14			WINKIEL											2014-08-28	
M.PEX Rura 16x2.0  WAVIN	004588	3060			Towar	2	MARKA SP. Z O.O.	mb	Bez SWW	23%	23%	-3000	1	1	2.24	2.60	3.20		0	1	1			14														2014-08-27	
Uchwyt dla niepełnospra. 305mm prosty		3063			Towar	2	MARKA SP. Z O.O.	mb	Bez SWW	23%	23%	1	1	1	28.46	36.59	45.00		0	1	1			14														2014-08-27	
M.PEX Rura 25x2.5  WAVIN	032746	3062			Towar	2	MARKA SP. Z O.O.	mb	Bez SWW	23%	23%	30	1	1	7.03	8.94	11.00		0	1	1			14														2014-08-27	
M.PEX Rura 20x2.25  WAVIN	032745	3061			Towar	2	MARKA SP. Z O.O.	mb	Bez SWW	23%	23%	70	1	1	4.42	5.61	6.90		0	1	1			14														2014-08-27	
Grzejnik KERMI mod 554x800 C11		3059			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	217.47	283.74	349.00		0	1	1			14														2014-08-26	
MAGNAPLAST PVC Rura z kielichem HTEM 110 - 500		3021			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	7.22	8.50	10.46		0	1	1			14														2014-08-25	
MAGNAPLAST PVC Rura z kielichem HTEM 50 - 250		3012			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	2.14	2.52	3.10		0	1	1			14														2014-08-25	
MAGNAPLAST PVC Kolano HTB 50 - 67*		3014			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	2.04	2.40	2.95		0	1	1			14														2014-08-25	
MAGNAPLAST PVC Kolano HTB 50 - 45*		3015			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	1.89	2.40	2.95		0	1	1			14														2014-08-25	
MAGNAPLAST PVC Kolano HTB 50 - 30*		3016			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	1.80	2.40	2.95		0	1	1			14														2014-08-25	
MAGNAPLAST PVC Kolano HTB 50 - 15*		3017			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	1.80	2.40	2.95		0	1	1			14														2014-08-25	
MAGNAPLAST PVC Rura z kielichem HTEM 50 - 2000		3018			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	8.58	10.10	12.42		0	1	1			14														2014-08-25	
MAGNAPLAST PVC Rura z kielichem HTEM 110 - 1000		3020			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	12.36	14.55	17.90		0	1	1			14														2014-08-25	
MAGNAPLAST PVC Rura z kielichem HTEM 50 - 500		3010			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	3.16	3.72	4.58		0	1	1			14														2014-08-25	
MAGNAPLAST PVC Rura z kielichem HTEM 110 - 250		3022			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	24.96	6.50	8.00		0	1	1			14														2014-08-25	
PP WAVIN Redukcja 25/20		3023			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	0.42	0.50	0.62		0	1	1			14														2014-08-25	
PP WAVIN Trójnik 25x1/2 GW		3024			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	5.23	6.18	7.60		0	1	1			14														2014-08-25	
PP WAVIN Rura PN20 20x3.4 4m		3025			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	8.80	10.41	12.80		0	1	1			14														2014-08-25	
PEX ZŁĄCZKA   20  *  3/4   GW		2997			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	8.13	9.59	11.80		0	1	1			14														2014-08-25	
MAGNAPLAST PVC Rura z kielichem HTEM 110 - 2000		3019			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	19.14	22.52	27.70		0	1	1			14														2014-08-25	
MAGNAPLAST PVC Rura z kielichem HTEM 50 - 1000		3009			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	4.95	5.83	7.17		0	1	1			14														2014-08-25	
MAGNAPLAST PVC Redukcja HTR 110/50		3008			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	4.28	5.04	6.20		0	1	1			14														2014-08-25	
MAGNAPLAST PVC Kolano HTB 110 - 15*		3007			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	4.70	6.38	7.85		0	1	1			14														2014-08-25	
MAGNAPLAST PVC Kolano HTB 110 - 30*		3006			Towar	1	Ogólna	szt.	Bez SWW	23%	23%	0	1	1	4.99	6.38	7.85		0	1	1			14														2014-08-25	
